id,common_name,species,lineage,clade,aliases
american-basswood,American basswood,Tilia americana,Malvaceae,plant,
large-leaved-lime,large-leaved lime,Tilia platyphyllos,Malvaceae,plant,
small-leaved-lime,small-leaved lime (linden),Tilia cordata,Malvaceae,plant,linden
karaya-gum,karaya gum,Sterculia urens,Malvaceae,plant,
java-olive,Java olive (seeds),Sterculia foetida,Malvaceae,plant,
kurrajong,kurrajong (seeds),Brachychiton populneus,Malvaceae,plant,
monkey-kola,monkey kola,Cola lepidota,Malvaceae,plant,
kola-nut,kola nut,Cola nitida,Malvaceae,plant,
abata-kola,abata kola,Cola acuminata,Malvaceae,plant,
chinese-parasol-tree,Chinese parasol tree (seeds),Firmiana simplex,Malvaceae,plant,
white-crossberry,white crossberry,Grewia tenax,Malvaceae,plant,
phalsa,phalsa,Grewia asiatica,Malvaceae,plant,
donkey-berry,donkey berry,Grewia flavescens,Malvaceae,plant,
jute-mallow,jute mallow (molokhia),Corchorus olitorius,Malvaceae,plant,molokhia
white-jute,white jute (leaves),Corchorus capsularis,Malvaceae,plant,
guacima,guácima,Guazuma ulmifolia,Malvaceae,plant,
monkey-cacao,monkey cacao,Herrania purpurea,Malvaceae,plant,
cupuacu,cupuaçu,Theobroma grandiflorum,Malvaceae,plant,
mocambo,mocambo (pataxte),Theobroma bicolor,Malvaceae,plant,pataxte
cupui,cupuí,Theobroma subincanum,Malvaceae,plant,
cacao,cacao,Theobroma cacao,Malvaceae,plant,chocolate;cocoa
guest-tree,guest tree (leaves),Kleinhovia hospita,Malvaceae,plant,
jamaican-cherry,Jamaican cherry (aratiles),Muntingia calabura,Muntingiaceae,plant,aratiles
mashua,mashua,Tropaeolum tuberosum,Tropaeolaceae,plant,
dwarf-nasturtium,dwarf nasturtium,Tropaeolum minus,Tropaeolaceae,plant,
garden-nasturtium,garden nasturtium,Tropaeolum majus,Tropaeolaceae,plant,
african-moringa,African moringa,Moringa stenopetala,Moringaceae,plant,
moringa,moringa (drumstick),Moringa oleifera,Moringaceae,plant,drumstick
papaya,papaya,Carica papaya,Caricaceae,plant,
mountain-papaya,mountain papaya,Vasconcellea pubescens,Caricaceae,plant,
babaco,babaco,Vasconcellea × heilbornii,Caricaceae,plant,
col-de-montana,col de montaña,Vasconcellea monoica,Caricaceae,plant,
bonete,bonete,Jacaratia mexicana,Caricaceae,plant,
jaracatia,jaracatiá,Jacaratia spinosa,Caricaceae,plant,
meadowfoam,meadowfoam (oil),Limnanthes alba,Limnanthaceae,plant,
dobera,dobera (fruit),Dobera glabra,Salvadoraceae,plant,
toothbrush-tree,toothbrush tree (miswak fruit),Salvadora persica,Salvadoraceae,plant,miswak fruit
brazzein-berry,brazzein berry,Pentadiplandra brazzeana,Pentadiplandraceae,plant,
asian-spiderflower,Asian spiderflower (seed),Cleome viscosa,Cleomaceae,plant,
spider-plant,spider plant (African cabbage),Cleome gynandra,Cleomaceae,plant,African cabbage
sacred-garlic-pear,sacred garlic pear,Crateva religiosa,Capparaceae,plant,
shepherds-tree,shepherd's tree,Boscia albitrunca,Capparaceae,plant,
hanza,hanza (dilo),Boscia senegalensis,Capparaceae,plant,dilo
maerua,maerua (leaves),Maerua crassifolia,Capparaceae,plant,
bush-orange,bush orange,Capparis mitchellii,Capparaceae,plant,
ker,ker (kair),Capparis decidua,Capparaceae,plant,kair
caper,caper,Capparis spinosa,Capparaceae,plant,capers
sweet-alyssum,sweet alyssum (flowers),Lobularia maritima,Brassicaceae,plant,
flixweed,flixweed (seed),Descurainia sophia,Brassicaceae,plant,
tansy-mustard,tansy mustard (seed),Descurainia pinnata,Brassicaceae,plant,
dittander,dittander,Lepidium latifolium,Brassicaceae,plant,
hoary-cress,hoary cress (buds),Lepidium draba,Brassicaceae,plant,
garden-cress,garden cress,Lepidium sativum,Brassicaceae,plant,
virginia-pepperweed,Virginia pepperweed,Lepidium virginicum,Brassicaceae,plant,
maca,maca,Lepidium meyenii,Brassicaceae,plant,
horseradish,horseradish,Armoracia rusticana,Brassicaceae,plant,
winter-cress,winter cress,Barbarea vulgaris,Brassicaceae,plant,
upland-cress,upland cress,Barbarea verna,Brassicaceae,plant,
marsh-yellowcress,marsh yellowcress,Rorippa palustris,Brassicaceae,plant,
narrow-fruited-watercress,narrow-fruited watercress,Nasturtium microphyllum,Brassicaceae,plant,
watercress,watercress,Nasturtium officinale,Brassicaceae,plant,
crinkleroot,crinkleroot,Cardamine diphylla,Brassicaceae,plant,
cutleaf-toothwort,cutleaf toothwort,Cardamine concatenata,Brassicaceae,plant,
hairy-bittercress,hairy bittercress,Cardamine hirsuta,Brassicaceae,plant,
cuckooflower,cuckooflower,Cardamine pratensis,Brassicaceae,plant,
tower-mustard,tower mustard,Turritis glabra,Brassicaceae,plant,
camelina,camelina (gold-of-pleasure),Camelina sativa,Brassicaceae,plant,gold-of-pleasure
shepherds-purse,shepherd's purse,Capsella bursa-pastoris,Brassicaceae,plant,
blue-mustard,blue mustard,Chorispora tenella,Brassicaceae,plant,
crested-warty-cabbage,crested warty cabbage,Bunias erucago,Brassicaceae,plant,
turkish-rocket,Turkish rocket,Bunias orientalis,Brassicaceae,plant,
sand-cabbage,sand cabbage (shacong),Pugionium cornutum,Brassicaceae,plant,shacong
scurvy-grass,scurvy grass,Cochlearia officinalis,Brassicaceae,plant,
garlic-mustard,garlic mustard,Alliaria petiolata,Brassicaceae,plant,
field-pennycress,field pennycress (seed),Thlaspi arvense,Brassicaceae,plant,
wasabi,wasabi,Eutrema japonicum,Brassicaceae,plant,
chinese-violet-cress,Chinese violet cress,Orychophragmus violaceus,Brassicaceae,plant,
tuareg-cabbage,Tuareg cabbage (alwat),Schouwia purpurea,Brassicaceae,plant,alwat
sea-rocket,sea rocket,Cakile maritima,Brassicaceae,plant,
american-sea-rocket,American sea rocket,Cakile edentula,Brassicaceae,plant,
sea-kale,sea kale,Crambe maritima,Brassicaceae,plant,
shortpod-mustard,shortpod mustard,Hirschfeldia incana,Brassicaceae,plant,
white-mustard,white mustard,Sinapis alba,Brassicaceae,plant,mustard;yellow mustard;mustard seed
charlock,charlock,Sinapis arvensis,Brassicaceae,plant,
arugula,arugula (rocket),Eruca vesicaria,Brassicaceae,plant,rocket
violet-cabbage,violet cabbage,Moricandia arvensis,Brassicaceae,plant,
annual-wall-rocket,annual wall-rocket,Diplotaxis muralis,Brassicaceae,plant,
white-wall-rocket,white wall-rocket,Diplotaxis erucoides,Brassicaceae,plant,
wild-rocket,wild rocket,Diplotaxis tenuifolia,Brassicaceae,plant,
bastard-cabbage,bastard cabbage,Rapistrum rugosum,Brassicaceae,plant,
wild-radish,wild radish,Raphanus raphanistrum,Brassicaceae,plant,
radish,radish / daikon,Raphanus sativus,Brassicaceae,plant,daikon
black-mustard,black mustard,Brassica nigra,Brassicaceae,plant,
ethiopian-mustard,Ethiopian mustard,Brassica carinata,Brassicaceae,plant,
sahara-mustard,Sahara mustard (seed),Brassica tournefortii,Brassicaceae,plant,
cabbage,cabbage / kale / broccoli / cauliflower,Brassica oleracea,Brassicaceae,plant,kale;broccoli;cauliflower;brussels sprouts;collard;kohlrabi;sauerkraut;kimchi;coleslaw
rapeseed,rapeseed / rutabaga,Brassica napus,Brassicaceae,plant,rutabaga;rapeseed;canola oil;swede
brown-mustard,brown mustard / mustard greens,Brassica juncea,Brassicaceae,plant,mustard greens;dijon;gai choy
turnip,turnip / bok choy / napa,Brassica rapa,Brassicaceae,plant,bok choy;napa;napa cabbage;pak choi;turnip greens;mizuna;rapini
london-rocket,London rocket,Sisymbrium irio,Brassicaceae,plant,
hedge-mustard,hedge mustard,Sisymbrium officinale,Brassicaceae,plant,
princes-plume,prince's plume (greens),Stanleya pinnata,Brassicaceae,plant,
soapbark,soapbark (foaming agent),Quillaja saponaria,Quillajaceae,plant,
pagoda-tree,"pagoda tree (buds, huai hua)",Styphnolobium japonicum,Fabaceae,plant,huai hua
sohphlang,sohphlang,Flemingia vestita,Fabaceae,plant,
weeping-boer-bean,weeping boer-bean (seeds),Schotia brachypetala,Fabaceae,plant,
jatoba,jatobá,Hymenaea courbaril,Fabaceae,plant,
jatoba-do-cerrado,jatobá-do-cerrado,Hymenaea stigonocarpa,Fabaceae,plant,
sweet-detar,sweet detar,Detarium microcarpum,Fabaceae,plant,
ditax,ditax,Detarium senegalense,Fabaceae,plant,
nam-nam,nam-nam,Cynometra cauliflora,Fabaceae,plant,
african-mahogany,African mahogany (seeds),Afzelia africana,Fabaceae,plant,
tamarind,tamarind,Tamarindus indica,Fabaceae,plant,
eastern-redbud,eastern redbud (flowers),Cercis canadensis,Fabaceae,plant,
judas-tree,Judas tree (flowers),Cercis siliquastrum,Fabaceae,plant,
kachnar,kachnar,Bauhinia variegata,Fabaceae,plant,
marama-bean,marama bean,Tylosema esculentum,Fabaceae,plant,
orchid-tree,orchid tree (buds),Bauhinia purpurea,Fabaceae,plant,
tamarind-plum,tamarind plum (keranji),Dialium indum,Fabaceae,plant,keranji
velvet-tamarind,velvet tamarind,Dialium guineense,Fabaceae,plant,
velvet-tamarind-2,velvet tamarind (Indochina),Dialium cochinchinense,Fabaceae,plant,Indochina
kentucky-coffeetree,Kentucky coffeetree (roasted),Gymnocladus dioicus,Fabaceae,plant,roasted
carob,carob,Ceratonia siliqua,Fabaceae,plant,
honey-locust,honey locust (pod pulp),Gleditsia triacanthos,Fabaceae,plant,
cassod-tree,cassod tree (khi-lek),Senna siamea,Fabaceae,plant,khi-lek
mogdad-coffee,mogdad coffee,Senna occidentalis,Fabaceae,plant,
sicklepod,sicklepod (kawal),Senna obtusifolia,Fabaceae,plant,kawal
yeheb-nut,yeheb nut,Cordeauxia edulis,Fabaceae,plant,
blue-palo-verde,blue palo verde (seeds),Parkinsonia florida,Fabaceae,plant,
jerusalem-thorn,Jerusalem thorn (seeds),Parkinsonia aculeata,Fabaceae,plant,
african-oil-bean,African oil bean,Pentaclethra macrophylla,Fabaceae,plant,
guaje,guaje,Leucaena esculenta,Fabaceae,plant,
water-mimosa,water mimosa,Neptunia oleracea,Fabaceae,plant,
leucaena,leucaena (pods),Leucaena leucocephala,Fabaceae,plant,
khejri,khejri (sangri),Prosopis cineraria,Fabaceae,plant,sangri
algarrobo-blanco,algarrobo blanco,Prosopis alba,Fabaceae,plant,
honey-mesquite,honey mesquite,Prosopis glandulosa,Fabaceae,plant,
huarango,huarango,Prosopis pallida,Fabaceae,plant,
mesquite,mesquite (juliflora),Prosopis juliflora,Fabaceae,plant,juliflora
african-locust-bean,African locust bean (dawadawa),Parkia biglobosa,Fabaceae,plant,dawadawa
tree-bean,tree bean (yongchak),Parkia timoriana,Fabaceae,plant,yongchak
petai,petai (stink bean),Parkia speciosa,Fabaceae,plant,stink bean
guamuchil,guamúchil (Manila tamarind),Pithecellobium dulce,Fabaceae,plant,Manila tamarind
kerdas,kerdas,Archidendron bubalinum,Fabaceae,plant,
jengkol,jengkol,Archidendron jiringa,Fabaceae,plant,
pacay,pacay,Inga feuilleei,Fabaceae,plant,
guaba-machete,guaba machete,Inga spectabilis,Fabaceae,plant,
ice-cream-bean,ice-cream bean,Inga edulis,Fabaceae,plant,
gum-arabic,gum arabic,Senegalia senegal,Fabaceae,plant,
red-acacia,red acacia (gum talha),Vachellia seyal,Fabaceae,plant,gum talha
wattleseed,wattleseed (gundabluey),Acacia victoriae,Fabaceae,plant,gundabluey
mulga,mulga (seed),Acacia aneura,Fabaceae,plant,
coles-wattle,Cole's wattle (seed),Acacia colei,Fabaceae,plant,
tonka-bean,tonka bean,Dipteryx odorata,Fabaceae,plant,
baru-nut,baru nut,Dipteryx alata,Fabaceae,plant,
moreton-bay-chestnut,Moreton Bay chestnut (processed),Castanospermum australe,Fabaceae,plant,
peanut,peanut,Arachis hypogaea,Fabaceae,plant,peanuts;peanut butter;groundnut
white-lupin,white lupin,Lupinus albus,Fabaceae,plant,
narrow-leafed-lupin,narrow-leafed lupin,Lupinus angustifolius,Fabaceae,plant,
yellow-lupin,yellow lupin,Lupinus luteus,Fabaceae,plant,
tarwi,tarwi,Lupinus mutabilis,Fabaceae,plant,
chipilin,chipilín,Crotalaria longirostrata,Fabaceae,plant,
guar,guar,Cyamopsis tetragonoloba,Fabaceae,plant,
butterfly-pea,butterfly pea (flower),Clitoria ternatea,Fabaceae,plant,
sword-bean,sword bean,Canavalia gladiata,Fabaceae,plant,
jack-bean,jack bean,Canavalia ensiformis,Fabaceae,plant,
hodoimo,hodoimo,Apios fortunei,Fabaceae,plant,
groundnut,groundnut (hopniss),Apios americana,Fabaceae,plant,hopniss
velvet-bean,velvet bean (processed),Mucuna pruriens,Fabaceae,plant,
pigeon-pea,pigeon pea,Cajanus cajan,Fabaceae,plant,
winged-bean,winged bean,Psophocarpus tetragonolobus,Fabaceae,plant,
chachafruto,chachafruto (basul),Erythrina edulis,Fabaceae,plant,basul
african-yam-bean,African yam bean,Sphenostylis stenocarpa,Fabaceae,plant,
kerstings-groundnut,Kersting's groundnut,Macrotyloma geocarpum,Fabaceae,plant,
horse-gram,horse gram,Macrotyloma uniflorum,Fabaceae,plant,
hyacinth-bean,hyacinth bean,Lablab purpureus,Fabaceae,plant,
bush-potato-2,bush potato (maloga bean),Vigna lanceolata,Fabaceae,plant,maloga bean
rice-bean,rice bean,Vigna umbellata,Fabaceae,plant,
bambara-groundnut,Bambara groundnut,Vigna subterranea,Fabaceae,plant,
cowpea-bean,cowpea / yardlong bean,Vigna unguiculata,Fabaceae,plant,yardlong bean;black-eyed peas
zombi-pea,zombi pea (tuber),Vigna vexillata,Fabaceae,plant,
adzuki-bean,adzuki bean,Vigna angularis,Fabaceae,plant,
moth-bean,moth bean,Vigna aconitifolia,Fabaceae,plant,
mung-bean,mung bean,Vigna radiata,Fabaceae,plant,bean sprouts
urad,urad (black gram),Vigna mungo,Fabaceae,plant,black gram
tepary-bean,tepary bean,Phaseolus acutifolius,Fabaceae,plant,
common-bean,common bean,Phaseolus vulgaris,Fabaceae,plant,black beans;kidney beans;pinto;green beans;navy beans;cannellini
runner-bean,runner bean,Phaseolus coccineus,Fabaceae,plant,
year-bean,year bean,Phaseolus dumosus,Fabaceae,plant,
lima-bean,lima bean,Phaseolus lunatus,Fabaceae,plant,
ahipa,ahipa,Pachyrhizus ahipa,Fabaceae,plant,
amazonian-yam-bean,Amazonian yam bean,Pachyrhizus tuberosus,Fabaceae,plant,
jicama,jicama,Pachyrhizus erosus,Fabaceae,plant,
kudzu,kudzu (starch),Pueraria montana,Fabaceae,plant,
hog-peanut,hog peanut,Amphicarpaea bracteata,Fabaceae,plant,
soybean,soybean,Glycine max,Fabaceae,plant,soy;tofu;soy sauce;miso;edamame;tempeh;soy milk;natto;tamari
prairie-turnip,prairie turnip,Pediomelum esculentum,Fabaceae,plant,
black-locust,black locust (flowers),Robinia pseudoacacia,Fabaceae,plant,
desert-ironwood,desert ironwood (seeds),Olneya tesota,Fabaceae,plant,
agati,agati (vegetable hummingbird),Sesbania grandiflora,Fabaceae,plant,vegetable hummingbird
egyptian-riverhemp,Egyptian riverhemp (leaves),Sesbania sesban,Fabaceae,plant,
chinese-liquorice,Chinese liquorice,Glycyrrhiza uralensis,Fabaceae,plant,
liquorice,liquorice,Glycyrrhiza glabra,Fabaceae,plant,
japanese-wisteria,Japanese wisteria (flowers),Wisteria floribunda,Fabaceae,plant,
siberian-pea-shrub,Siberian pea shrub,Caragana arborescens,Fabaceae,plant,
tragacanth,tragacanth,Astragalus gummifer,Fabaceae,plant,
huang-qi,huang qi (astragalus),Astragalus membranaceus,Fabaceae,plant,astragalus
chickpea,chickpea,Cicer arietinum,Fabaceae,plant,garbanzo;hummus;chana
lentil,lentil,Lens culinaris,Fabaceae,plant,lentils;dal
pea,pea,Pisum sativum,Fabaceae,plant,peas;split peas;snap peas
grass-pea,grass pea,Lathyrus sativus,Fabaceae,plant,
tuberous-pea,tuberous pea,Lathyrus tuberosus,Fabaceae,plant,
bitter-vetch,bitter vetch,Vicia ervilia,Fabaceae,plant,
fava-bean,fava bean,Vicia faba,Fabaceae,plant,broad bean
blue-fenugreek,blue fenugreek,Trigonella caerulea,Fabaceae,plant,
fenugreek,fenugreek,Trigonella foenum-graecum,Fabaceae,plant,methi
sweet-clover,sweet clover (flavouring),Melilotus officinalis,Fabaceae,plant,flavouring
alfalfa,alfalfa (sprouts),Medicago sativa,Fabaceae,plant,sprouts
red-clover,red clover (flowers),Trifolium pratense,Fabaceae,plant,
bastard-oleaster,bastard oleaster,Elaeagnus latifolia,Elaeagnaceae,plant,
goumi,goumi,Elaeagnus multiflora,Elaeagnaceae,plant,
autumn-olive,autumn olive,Elaeagnus umbellata,Elaeagnaceae,plant,
russian-olive,Russian olive,Elaeagnus angustifolia,Elaeagnaceae,plant,
silver-buffaloberry,silver buffaloberry,Shepherdia argentea,Elaeagnaceae,plant,
soapberry,soapberry (Indian ice cream),Shepherdia canadensis,Elaeagnaceae,plant,Indian ice cream
sea-buckthorn,sea buckthorn,Hippophae rhamnoides,Elaeagnaceae,plant,
chinese-sweet-plum,Chinese sweet plum,Sageretia thea,Rhamnaceae,plant,
bird-plum,bird plum,Berchemia discolor,Rhamnaceae,plant,
new-jersey-tea,New Jersey tea,Ceanothus americanus,Rhamnaceae,plant,
japanese-raisin-tree,Japanese raisin tree,Hovenia dulcis,Rhamnaceae,plant,
juazeiro,juazeiro,Ziziphus joazeiro,Rhamnaceae,plant,
lotus-jujube,lotus jujube,Ziziphus lotus,Rhamnaceae,plant,
wild-jujube,wild jujube (jhar ber),Ziziphus nummularia,Rhamnaceae,plant,jhar ber
jujube,jujube,Ziziphus jujuba,Rhamnaceae,plant,
christs-thorn-jujube,Christ's thorn jujube,Ziziphus spina-christi,Rhamnaceae,plant,
ber,ber (Indian jujube),Ziziphus mauritiana,Rhamnaceae,plant,Indian jujube
buffalo-thorn,buffalo thorn,Ziziphus mucronata,Rhamnaceae,plant,
slippery-elm,slippery elm,Ulmus rubra,Ulmaceae,plant,
siberian-elm,Siberian elm (samaras),Ulmus pumila,Ulmaceae,plant,samaras
african-hackberry,African hackberry (leaves),Celtis integrifolia,Cannabaceae,plant,
mediterranean-hackberry,Mediterranean hackberry,Celtis australis,Cannabaceae,plant,
common-hackberry,common hackberry,Celtis occidentalis,Cannabaceae,plant,
sugarberry,sugarberry,Celtis laevigata,Cannabaceae,plant,
hemp,hemp (seed),Cannabis sativa,Cannabaceae,plant,
hops,hops,Humulus lupulus,Cannabaceae,plant,beer;ipa
giant-yellow-mulberry,giant yellow mulberry,Myrianthus arboreus,Urticaceae,plant,
trumpet-tree,trumpet tree (fruit),Cecropia peltata,Urticaceae,plant,
amazon-tree-grape,Amazon tree grape (uvilla),Pourouma cecropiifolia,Urticaceae,plant,uvilla
mamaki,mamaki,Pipturus albidus,Urticaceae,plant,
orange-wild-rhea,orange wild rhea (fruit),Debregeasia longifolia,Urticaceae,plant,
west-indian-woodnettle,West Indian woodnettle,Laportea aestuans,Urticaceae,plant,
wood-nettle,wood nettle,Laportea canadensis,Urticaceae,plant,
himalayan-nettle,Himalayan nettle,Girardinia diversifolia,Urticaceae,plant,
small-nettle,small nettle,Urtica urens,Urticaceae,plant,
stinging-nettle,stinging nettle,Urtica dioica,Urticaceae,plant,
uwabami-so,uwabami-so,Elatostema involucratum,Urticaceae,plant,
leche-caspi,leche caspi,Pseudolmedia laevis,Moraceae,plant,
red-mulberry,red mulberry,Morus rubra,Moraceae,plant,
black-mulberry,black mulberry,Morus nigra,Moraceae,plant,
white-mulberry,white mulberry,Morus alba,Moraceae,plant,
long-mulberry,long mulberry,Morus macroura,Moraceae,plant,
monkey-jack,monkey jack,Artocarpus lacucha,Moraceae,plant,
jackfruit,jackfruit,Artocarpus heterophyllus,Moraceae,plant,
cempedak,cempedak,Artocarpus integer,Moraceae,plant,
pedalai,pedalai,Artocarpus sericicarpus,Moraceae,plant,
marang,marang,Artocarpus odoratissimus,Moraceae,plant,
monkey-jackfruit,monkey jackfruit,Artocarpus rigidus,Moraceae,plant,
breadfruit,breadfruit,Artocarpus altilis,Moraceae,plant,
breadnut,breadnut,Artocarpus camansi,Moraceae,plant,
che,che (cudrania),Maclura tricuspidata,Moraceae,plant,cudrania
paper-mulberry,paper mulberry (fruit),Broussonetia papyrifera,Moraceae,plant,
african-breadfruit,African breadfruit,Treculia africana,Moraceae,plant,
maya-nut,Maya nut (ramón),Brosimum alicastrum,Moraceae,plant,ramón
mistletoe-fig,mistletoe fig (tea),Ficus deltoidea,Moraceae,plant,
sycamore-fig,sycamore fig,Ficus sycomorus,Moraceae,plant,
cluster-fig,cluster fig,Ficus racemosa,Moraceae,plant,
roxburgh-fig,Roxburgh fig,Ficus auriculata,Moraceae,plant,
fig,fig,Ficus carica,Moraceae,plant,figs
punjab-fig,Punjab fig,Ficus palmata,Moraceae,plant,
aiyu,aiyu (jelly fig),Ficus pumila,Moraceae,plant,jelly fig
himalayan-cherry-prinsepia,Himalayan cherry prinsepia (oil),Prinsepia utilis,Rosaceae,plant,
cerote,cerote,Hesperomeles obtusifolia,Rosaceae,plant,
salad-burnet,salad burnet,Sanguisorba minor,Rosaceae,plant,
osoberry,osoberry,Oemleria cerasiformis,Rosaceae,plant,
hollyleaf-cherry,hollyleaf cherry (islay),Prunus ilicifolia,Rosaceae,plant,islay
sand-cherry,sand cherry,Prunus pumila,Rosaceae,plant,
apricot-plum,apricot plum,Prunus simonii,Rosaceae,plant,
bird-cherry,bird cherry,Prunus padus,Rosaceae,plant,
black-cherry,black cherry,Prunus serotina,Rosaceae,plant,
chokecherry,chokecherry,Prunus virginiana,Rosaceae,plant,
cherry-laurel,cherry laurel (taflan),Prunus laurocerasus,Rosaceae,plant,taflan
mahleb,mahleb,Prunus mahaleb,Rosaceae,plant,
sour-cherry,sour cherry,Prunus cerasus,Rosaceae,plant,
sweet-cherry,sweet cherry,Prunus avium,Rosaceae,plant,cherries;sour cherry
steppe-cherry,steppe cherry,Prunus fruticosa,Rosaceae,plant,
almond,almond,Prunus dulcis,Rosaceae,plant,almonds;marzipan;almond milk
peach,peach / nectarine,Prunus persica,Rosaceae,plant,nectarine
ume,ume,Prunus mume,Rosaceae,plant,
nanking-cherry,Nanking cherry,Prunus tomentosa,Rosaceae,plant,
apricot,apricot,Prunus armeniaca,Rosaceae,plant,
european-plum,European plum,Prunus domestica,Rosaceae,plant,prune;prunes;umeboshi
japanese-plum,Japanese plum,Prunus salicina,Rosaceae,plant,
sloe,sloe,Prunus spinosa,Rosaceae,plant,
briancon-apricot,Briançon apricot,Prunus brigantina,Rosaceae,plant,
cherry-plum,cherry plum,Prunus cerasifera,Rosaceae,plant,
klamath-plum,Klamath plum,Prunus subcordata,Rosaceae,plant,
american-plum,American plum,Prunus americana,Rosaceae,plant,
beach-plum,beach plum,Prunus maritima,Rosaceae,plant,
chickasaw-plum,Chickasaw plum,Prunus angustifolia,Rosaceae,plant,
ulei,ulei,Osteomeles anthyllidifolia,Rosaceae,plant,
saskatoon,saskatoon,Amelanchier alnifolia,Rosaceae,plant,
shadbush,shadbush,Amelanchier canadensis,Rosaceae,plant,
juneberry,juneberry,Amelanchier lamarckii,Rosaceae,plant,
toyon,toyon,Heteromeles arbutifolia,Rosaceae,plant,
loquat,loquat,Eriobotrya japonica,Rosaceae,plant,
whitebeam,whitebeam,Sorbus aria,Rosaceae,plant,
wild-service-tree,wild service tree,Sorbus torminalis,Rosaceae,plant,
rowan,rowan,Sorbus aucuparia,Rosaceae,plant,
service-tree,service tree,Sorbus domestica,Rosaceae,plant,
ya-pear,Ya pear,Pyrus bretschneideri,Rosaceae,plant,
asian-pear,Asian pear (nashi),Pyrus pyrifolia,Rosaceae,plant,nashi
ussurian-pear,Ussurian pear,Pyrus ussuriensis,Rosaceae,plant,
european-pear,European pear,Pyrus communis,Rosaceae,plant,
medlar,medlar,Mespilus germanica,Rosaceae,plant,
tejocote,tejocote,Crataegus mexicana,Rosaceae,plant,
mayhaw,mayhaw,Crataegus aestivalis,Rosaceae,plant,
hawthorn,hawthorn,Crataegus monogyna,Rosaceae,plant,
azarole,azarole,Crataegus azarolus,Rosaceae,plant,
chinese-hawthorn,Chinese hawthorn (shanzha),Crataegus pinnatifida,Rosaceae,plant,shanzha
quince,quince,Cydonia oblonga,Rosaceae,plant,
chinese-quince,Chinese quince,Pseudocydonia sinensis,Rosaceae,plant,
japanese-quince,Japanese quince,Chaenomeles japonica,Rosaceae,plant,
flowering-quince,flowering quince,Chaenomeles speciosa,Rosaceae,plant,
black-chokeberry,black chokeberry,Aronia melanocarpa,Rosaceae,plant,
red-chokeberry,red chokeberry,Aronia arbutifolia,Rosaceae,plant,
assam-apple,assam apple,Docynia indica,Rosaceae,plant,
siberian-crab-apple,Siberian crab apple,Malus baccata,Rosaceae,plant,
wild-apple,wild apple (Tian Shan),Malus sieversii,Rosaceae,plant,Tian Shan
european-crab-apple,European crab apple,Malus sylvestris,Rosaceae,plant,
apple,apple,Malus domestica,Rosaceae,plant,cider;apples;applesauce
dropwort,dropwort (tubers),Filipendula vulgaris,Rosaceae,plant,
meadowsweet,meadowsweet,Filipendula ulmaria,Rosaceae,plant,
wood-avens,wood avens (root),Geum urbanum,Rosaceae,plant,
american-red-raspberry,American red raspberry,Rubus strigosus,Rosaceae,plant,
cutleaf-blackberry,cutleaf blackberry,Rubus laciniatus,Rosaceae,plant,
loganberry,loganberry,Rubus loganobaccus,Rosaceae,plant,
mora-andina,mora andina,Rubus glaucus,Rosaceae,plant,
thimbleberry,thimbleberry,Rubus parviflorus,Rosaceae,plant,
whitebark-raspberry,whitebark raspberry,Rubus leucodermis,Rosaceae,plant,
blackberry,blackberry,Rubus fruticosus,Rosaceae,plant,
cloudberry,cloudberry,Rubus chamaemorus,Rosaceae,plant,
red-raspberry,red raspberry,Rubus idaeus,Rosaceae,plant,raspberries
mysore-raspberry,Mysore raspberry,Rubus niveus,Rosaceae,plant,
wineberry,wineberry,Rubus phoenicolasius,Rosaceae,plant,
arctic-bramble,Arctic bramble,Rubus arcticus,Rosaceae,plant,
salmonberry,salmonberry,Rubus spectabilis,Rosaceae,plant,
yellow-himalayan-raspberry,yellow Himalayan raspberry,Rubus ellipticus,Rosaceae,plant,
mauritius-raspberry,Mauritius raspberry,Rubus rosifolius,Rosaceae,plant,
black-raspberry,black raspberry,Rubus occidentalis,Rosaceae,plant,
allegheny-blackberry,Allegheny blackberry,Rubus allegheniensis,Rosaceae,plant,
pacific-blackberry,Pacific blackberry,Rubus ursinus,Rosaceae,plant,
dewberry,dewberry,Rubus caesius,Rosaceae,plant,
sweet-briar,sweet briar (rosa mosqueta),Rosa rubiginosa,Rosaceae,plant,rosa mosqueta
cabbage-rose,cabbage rose,Rosa centifolia,Rosaceae,plant,
damask-rose,damask rose (rosewater),Rosa damascena,Rosaceae,plant,rosewater
chestnut-rose,chestnut rose,Rosa roxburghii,Rosaceae,plant,
rugosa-rose,rugosa rose (hips),Rosa rugosa,Rosaceae,plant,hips
french-rose,French rose,Rosa gallica,Rosaceae,plant,
dog-rose,dog rose (hips),Rosa canina,Rosaceae,plant,hips
pearlberry,pearlberry,Margyricarpus pinnatus,Rosaceae,plant,
garden-strawberry,garden strawberry,Fragaria × ananassa,Rosaceae,plant,strawberries
musk-strawberry,musk strawberry,Fragaria moschata,Rosaceae,plant,
virginia-strawberry,Virginia strawberry,Fragaria virginiana,Rosaceae,plant,
beach-strawberry,beach strawberry,Fragaria chiloensis,Rosaceae,plant,
woodland-strawberry,woodland strawberry,Fragaria vesca,Rosaceae,plant,
silverweed,silverweed (roots),Potentilla anserina,Rosaceae,plant,
asian-hazel,Asian hazel,Corylus heterophylla,Betulaceae,plant,
turkish-hazel,Turkish hazel,Corylus colurna,Betulaceae,plant,
